FirstName,MiddleName,LastName,CustomerID,Address,PostalCode,Email,Phone,DOB,SignupDate,Gender,AnnualIncome,CustomerSegment,LastPurchaseAmount,LifetimeValue,EmailOptIn
Meera,Devi,Khan,102054,"17, Sector 18, Surat, Gujarat",889618,meera.khan@gmail.com,+91-2524923160,1996-10-22,2019-04-08,F,492649.31,Platinum,13052.23,164348.83,0
John,,Singh,102746,"96, Temple Rd, New Delhi, Delhi",,john.singhcorporate.co,08086 70077,1960-10-25,2009-08-05,,1948681.06,Loyal,10565.36,25160.68,maybe
Isha,,Iyer,102627,"23, 1st Main, Ahmedabad, Gujarat",934922,isha.iyer@corporate.co,3723848035,1980-02-18,2016-01-25,F,1566900.15,Platinum,-3949.63,-75279.76,Yes
Michael,,Gonzalez,103572,"155, Business Park, Hyderabad, Telangana",979759,michael.gonzalez@corporate.co,61332 70835,1974-05-14,2011-10-04,F,1159417.42,Loyal,15845.33,214175.12,TRUE
Karthik,Devi,Gonzalez,100201,"110, Station Rd, Hyderabad, Telangana",143971,karthik.gonzalez@corporate.co,7925560212,1998-09-13,2025-02-05,Female,1920114.84,Occasional,24443.88,406515.06,N/A
Michael,,Wilson,102706,"151, Station Rd, Hyderabad, Telangana",699623,michael.wilsonyahoo.com,5109616916,1980-05-27,2002-11-01,Female,461441.06,New,4991.33,34316.21,TRUE
Lakshmi,K,Fernandez,101764,"36, Business Park, Mumbai, Maharashtra",463318,lakshmifernandez@corporateco,5990218802,1975-02-07,2009-06-22,F,400427.24,Gold,29346.23,408767.49,0
NAVEEN,,Fernandez,103695,"176, Lake View, New Delhi, Delhi",764831,naveen.fernandez@mail.biz,9289155283,1983-02-20,2007-05-16,F,1271894.97,Platinum,10482.46,95857.08,y
Oliver,,Johnson,101928,"156, Church St, New Delhi, Delhi",428257,oliverjohnson@mailbiz,22981189,1957-07-30,2006-07-16,M,141666.29,Occasional,27422.65,489754.81,maybe
Sara,M,Iyer,104532,"137, Sector 18, Kolkata, West Bengal",293715,Sara87@mail.biz,abcdefghij,1992-09-17,2016-05-12,Female,745387.56,New,8689.12,139571.0,0
Mihael,R,Kumar,100454,"196, 1st Main, New Delhi, Delhi",100958,mihael.kumarmail.biz,8213878650,1989-10-03,2006-03-06,F,160937.11,Silver,31733.56,94061.94,n
Chen,L,Dasgupta,100018,"206, 1st Main, Mumbai, Maharashtra",809176,chen.dasgupta@yahoo.com,9983705466,1986-12-27,2004-10-23,Male,1301986.5,Bronze,15253.01,157977.48,0
Priya,R,Khan,100204,"138, Temple Rd, Mumbai, Maharashtra",445698,priya.khan@corporate.co,59037 33700,1952-07-18,1982-01-05,female,1469335.36,Bronze,0.0,-38.49,Yes
Noah,,Wilson,104876," 244, Business Park, Bengaluru, Karnataka   ",658740,noah.wilson@gmail.com,5876315308,1948-01-29,1969-08-29,Male,1163355.15,Silver,11367.82,177523.18,0
Sneha,Devi,Lee,102634," 209, Sector 18, Mumbai, Maharashtra   ",000000,sneha.lee@yahoo.com,1970072006,1894-03-11,2020-07-20,M,1740837.31,Silver,21023.82,136938.78,FALSE
Isha,R,Nair',102710,"195, Temple Rd, Chennai, Tamil Nadu",493016,isha.nair'@hotmail.com,3360251439,1895-08-27,1950-04-29,F,919190.49,Gold,35935.81,345321.65,N/A
Fatima,,Smith,101167,"95, Cross St, Jaipur, Rajasthan",297548,fatima.smith@mail.biz,07393 18512,2004-09-21,2001-12-23,M,1943540.97,New,31895.48,114488.8,
Fatima,,Khan,104762,"79, Cross St, Chennai, Tamil Nadu",357150,fatima.khan@hotmail.com,1476680005,2028-05-18,2025-07-10,M,1512324.54,Bronze,37671.56,270292.16,FALSE
Carlos,B,Gonzalez,100499,"70, Church St, Hyderabad, Telangana",138483,carlos.gonzalez@yahoo.com,3366763944,1968-10-12,2014-11-24,M,726284.6,Platinum,33216.31,102975.61,No
Raj,Kr,Johnson,100771,"156, Industrial Area, Chennai, Tamil Nadu",543763,raj.johnson@hotmail.com,7144024460,1977-07-11,1992-09-11,Male,305805.47,Platinum,19548.53,327321.02,Y
Meera,H,Johnson,100079,"22, Station Rd, Surat, Gujarat",843596,meera.johnson@mail.biz,0553284145,1972-03-05,2012-03-30,Male,695269.05,Loyal,43198.33,140978.01,
Liu,,Kumar,103159,"25, Park Street, Surat, Gujarat",366860,liu.kumar@mail.biz,4430229226,1949-09-04,2010-04-22,M,862118.91,New,41810.62,249629.52,Yes
Michael,B,Reddy,103363,"92, Ring Road PO Box 3937, Hyderabad, Telangana",319460,michael.reddy@mail.biz,5845731218,1948-08-17,1983-11-02,M,751327.98,Occasional,0.0,,FALSE
Meera,L,Dasgupta,103145,"242, Park Street, Hyderabad, Telangana",308322,meera.dasgupta@yahoo.com,2512642037,2005-10-07,2025-07-22,F,1830138.86,Silver,11625.99,164644.16,
Naveen,M,Dasgupta,100475,"72, 1st Main PO Box 4429, Bengaluru, Karnataka",252204,naveen.dasgupta@hotmail.com,0411450545,1954-02-19,2020-11-06,F,1252321.43,Bronze,6784.35,69955.74,n
Liu,,Dasgupta,104871,"26, Temple Rd, Pune, Maharashtra",130137,liu.dasgupta@example.com,05144 28961,1977-03-17,2007-03-07,Male,1825716.27,Gold,38848.25,594212.81,Y
Amit,,Das,103018,"184, Sector 18 PO Box 3359, Surat, Gujarat",240375,amit.das@mail.biz,,1969-03-15,2024-04-12,M,111200.61,Platinum,8912.0,,
Fatima,S,Smith,103904,"98, MG Road, Bengaluru, Karnataka",989425,fatima.smith@mail.biz,6284933690,1974-02-24,2008-12-14,female,1977045.21,New,40554.11,83680.94,
Naveen,,Kumar,104259,"117, Station Rd, Chennai, Tamil Nadu",956108,naveen.kumar@gmail.com,4364794868,1976-05-24,1994-07-01,Female,776915.03,Silver,0.0,194.7,TRUE
Lakshmi,,Fernandez,101211,"99, MG Road, Chandigarh, Punjab",596912,lakshmi.fernandez@yahoo.com,52181 19245,1983-10-14,2008-07-01,M,757187.46,Platinum,46643.92,514366.69,N/A
Sara,,Sharma,102732,"142, 1st Main, New Delhi, Delhi",658422,sara.sharma@yahoo.com,1166605328,1955-04-19,1991-01-07,Female,561069.4,Loyal,9233.23,17168.67,y
Sowmya,,Kumar,101263,"243, Business Park, Ahmedabad, Gujarat",598682,sowmya.kumar@yahoo.com,20134159,2005-11-16,2024-05-20,F,1937906.86,New,35444.08,512017.54,Y
Priya,,Fernandez,100263," 109, Temple Rd PO Box 9382, Bengaluru, Karnataka   ",754688,priya.fernandez@example.com,+91-2226793205,2002-01-12,2020-01-17,male,818740.38,Silver,8718.48,45182.75,FALSE
Raj,,Dasgupta,102267,"141, Church St, Chandigarh, Punjab",l3rvfK,raj.dasgupta@hotmail.com,+91-4526410372,1988-05-17,2018-11-23,,1147483.99,Loyal,769.81,5917.73,No
Sneha,,Wang,102858,"97, Church St, Hyderabad, Telangana",503738,sneha.wang@yahoo.com,7401737414,2003-12-20,2021-01-16,F,211738.04,Bronze,45116.81,758284.56,N
Amit,T,Wilson,101218,"205, 1st Main, Pune, Maharashtra",881762,amit.wilson@yahoo.com,72044 18332,1955-07-27,2025-09-11,Male,649379.18,Platinum,49463.67,246067.09,N/A
Oliver,,Khan,100639,"248, Temple Rd, Kolkata, West Bengal",148218,oliver.khan@example.com,6914369625,1949-12-01,2002-07-16,Male,1395981.93,New,22353.61,286406.15,1
Karthik,P,Gonzalez,104868,"213, Ring Road, Pune, Maharashtra",199868,karthik.gonzalez@yahoo.com,1928217594,1971-08-18,1994-09-13,female,808853.75,Loyal,22791.99,347552.02,
Liu,,Fernandez,102548,"214, MG Road, Chennai, Tamil Nadu",632177,liu.fernandez@example.com,33784 76097,1961-02-24,1982-04-11,F,1929606.43,Platinum,17322.56,302811.03,
Sara,T,Khan,100874,"125, 1st Main, Surat, Gujarat",171242,Sara52@hotmail.com,+91-1491594339,1988-05-14,2016-03-02,Female,897500.18,New,24868.41,,N/A
Kumar,Devi,Kumar,103456,"60, MG Road, Jaipur, Rajasthan",534277,kumar.kumar@mail.biz,4748433480,2005-11-15,2023-08-22,M,1244409.26,Bronze,35735.29,317206.92,0
Emma,H,Fernandez,100948,"135, Sector 18, Kolkata, West Bengal",641826,Emma14@example.com,23967 26016,1997-02-26,2022-10-17,M,1159499.87,Silver,11371.79,145843.52,
Fatima,Na,Wilson,101034," 100, MG Road, Ahmedabad, Gujarat   ",670133,fatima.wilson@corporate.co,0008428959,1996-07-29,2023-02-13,M,308676.18,Platinum,14590.38,117221.74,maybe
Lakshmi,M,Khan,101700,"204, Park Street, Kolkata, West Bengal",962501,lakshmi.khan@hotmail.com,+91-7502598318,1994-05-07,2018-09-03,female,1035666.66,Loyal,36262.43,322573.39,N/A
John,,Lee,101888,"96, Ring Road, Chandigarh, Punjab",580648,john.lee@mail.biz,+91-4470210435,1963-09-16,1982-06-25,M,1601359.16,Bronze,41675.26,245050.67,FALSE
Naveen,,Das,102324,"37, Industrial Area, Chennai, Tamil Nadu",774188,naveen.das@mail.biz,30000 70460,1972-12-21,1990-03-05,Male,1761289.65,Occasional,30250.45,551999.16,No
Rohit,T,Johnson,103227,"187, MG Road, Mumbai, Maharashtra",731797,rohit.johnson@hotmail.com,26298 26188,1961-12-23,2020-07-14,,1113626.69,Platinum,3304.85,20840.32,1
Carlos,,Khan,101367,"233, Cross St, New Delhi, Delhi",328915,carlos.khan@hotmail.com,abcdefghij,2027-03-22,2024-12-27,female,188560608.77,Loyal,25441.73,240891.03,Yes
Fatima,,Gupta,103575,"100, MG Road, Bengaluru, Karnataka",446990,fatima.gupta@gmail.com,6606286745,1979-05-23,1996-04-01,M,1439578.67,New,42552.55,749136.7,0
Lakshmi,V,Brown,103728,"8, Cross St, New Delhi, Delhi",711717,lakshmi.brown@hotmail.com,4934173269,1991-06-10,2012-12-06,F,1862875.83,Gold,14021.67,244553.59,N/A
Fatima,,Patel,102596,"109, Church St, Chennai, Tamil Nadu",506950,fatima.patel@hotmail.com,2268962103,1993-04-16,2015-07-07,Male,1242273.61,New,4369.53,10592.15,N/A
Rohit,,Reddy,100286,"185, Ring Road, Pune, Maharashtra",916101,rohit.reddy@yahoo.com,40396 19328,1996-06-04,2011-12-08,Female,1586266.6,New,40745.36,432315.4,N/A
Lakshmi,T,Wilson,104116,"130, MG Road, Bengaluru, Karnataka",557005,,43081 57645,2002-10-22,2025-04-17,F,1967642.71,Platinum,36941.37,488239.07,N
Michael,,Dasgupta,101803,"35, Sector 18, New Delhi, Delhi",190449,michael.dasguptayahoo.com,34334 04102,1951-03-07,1969-02-23,F,918188.54,Gold,334.9,5236.07,FALSE
 Karthik ,Kr,Fernandez,103156,"11, 1st Main, Jaipur, Rajasthan",623829,karthik.fernandez@yahoo.com,77134 78950,1955-01-24,1986-10-31,male,1704330.35,Occasional,38787.5,120432.15,FALSE
Carlos,H,Wilson,101698,"235, Station Rd, Hyderabad, Telangana",278895,carlos.wilsonhotmail.com,05240 80820,1957-03-27,1978-07-29,F,1794018.26,Gold,8061.18,40940.5,TRUE
 Carlos ,P,Lee,101290,"63, Ring Road, Hyderabad, Telangana",000000,carlos.lee@yahoo.com,+91-8743526327,1970-06-29,2011-02-25,F,219165.58,New,38267.9,541348.43,TRUE
Naveen,,Gupta,101575,"95, Industrial Area, Surat, Gujarat",566159,naveen.gupta@corporate.co,3216614335,1981-09-03,2001-10-09,Other,467879.62,Bronze,33672.04,291422.86,N/A
Aarav,L,Thomas_,104717,"188, Business Park, Chennai, Tamil Nadu",277062,aarav.thomas_@example.com,4350877476,1949-04-21,1995-01-29,F,73581.55,Loyal,29555.36,578717.1,n
Amit,,Dasgupta,101112,"132, Industrial Area, Jaipur, Rajasthan",1934,amit.dasgupta@mail.biz,8218745181,1968-10-30,2012-07-29,F,1254110.98,Platinum,18880.46,106567.26,FALSE
Karthik2,V,Khan',101352,"245, Sector 18, Pune, Maharashtra",483591,karthik2.khan'gmail.com,4447711163,2007-07-11,2023-07-15,M,336696.92,Loyal,10107.98,62394.18,FALSE
Sneha,A,Sharma,104622,"202, Business Park, Hyderabad, Telangana",441734,sneha.sharma@example.com,78275 22018,1986-10-18,2010-05-29,F,749066.54,Platinum,9497.7,65914.77,y
Sowmya,,Singh,102384,"187, Cross St, Jaipur, Rajasthan",899893,sowmya.singh@mail.biz,53688 59713,1971-07-24,2003-10-23,Male,1273536.62,Loyal,31949.59,435376.69,N
Michael,S,Fernandez,101754,"184, Church St, Bengaluru, Karnataka",791548,michael.fernandez@example.com,4537280401,1991-01-08,2019-06-14,F,344279.58,Gold,6176.74,77244.24,FALSE
John,,Johnson,103732,"201, Temple Rd, Pune, Maharashtra",300254,john.johnson@yahoo.com,+91-8258610241,1947-04-02,1967-05-03,F,556420.07,New,48984.32,653877.43,
Kumar,,Fernandez,100748,"244, Church St, Chandigarh, Punjab",907741,kumar.fernandez@hotmail.com,1092871441,1958-12-17,1990-02-05,M,1089062.29,Silver,43347.22,748868.46,N/A
Aarav,R,Wilson',102264,"128, Temple Rd, Hyderabad, Telangana",279334,aarav.wilson'@yahoo.com,8718961386,1951-03-05,1977-03-02,Female,825971.56,Loyal,5659.53,73613.04,n
Noah,,Brown,100887,"78, Cross St, Chandigarh, Punjab",820047,noah.brown@example.com,76507 32613,1946-04-06,1981-04-05,F,172651.97,Bronze,0.0,35.91,No
Sowmya,,Kumar,100259,"155, Business Park PO Box 8228, Hyderabad, Telangana",842820,Sowmya21@yahoo.com,6614254029,1995-03-19,2022-06-12,F,1582096.35,Silver,2035.8,9946.71,n
Karthik,,Iyer,101996,"2, Industrial Area, Pune, Maharashtra",954197,karthik.iyer@example.com,40042 38049,1992-06-05,2015-12-08,O,1436162.79,Silver,2698.64,51771.05,No
Karthik,S,Wilson,104707,"43, Park Street, Bengaluru, Karnataka",351158,karthik.wilson@corporate.co,5048852143,1951-07-25,2001-06-01,Male,1847072.17,Silver,10181.09,37891.56,N/A
Noah,B,Lee,102412,"152, Church St, Bengaluru, Karnataka",752413,noah.lee@mail.biz,8123752076,1996-12-05,2022-04-20,F,110155.0,Gold,18018.17,186965.75,N/A
 Chen ,L,Nair,100742,"199, Station Rd, Mumbai, Maharashtra",864710,chen.nair@gmail.com,2104278849,2027-01-29,2025-08-08,female,1239760.88,Bronze,21241.33,403396.5,
Aarav,Kr,Gupta,104125,"158, Station Rd PO Box 2172, Kolkata, West Bengal",637014,,1762866042,1988-02-21,2010-06-15,male,23665.7,Platinum,33363.5,449647.96,
Michael,,Dasgupta,100868,"246, Industrial Area PO Box 7935, Bengaluru, Karnataka",888029,michael.dasgupta@yahoo.com,+91-0974633645,1962-12-11,2002-06-30,M,210944.49,Loyal,24738.61,40398.38,N/A
Kumar,,Thomas,100936,"123, MG Road, Jaipur, Rajasthan",6541,kumar.thomas@corporate.co,55747 28357,1988-01-01,2024-10-24,Female,365048.16,Silver,18935.49,328115.15,
liver,M,Gonzalez,101022,"9, Cross St, New Delhi, Delhi",366952,liver.gonzalez@mail.biz,74796 06421,1995-12-05,2011-01-08,female,461317.26,Platinum,42247.87,80152.95,n
Isha,L,Khan,102853,"161, Cross St, Hyderabad, Telangana",355538,isha.khan@gmail.com,6786725501,1986-09-30,2023-10-30,Male,468345.44,Gold,42483.46,765618.41,FALSE
Raj,,Thomas,103339,"94, MG Road PO Box 3998, Chandigarh, Punjab",953130,raj.thomas@gmail.com,+91-8930374418,1977-07-27,1993-03-22,male,1049940.57,Occasional,28447.1,488864.75,y
Naveen,,Reddy,100676," 143, Industrial Area, Chennai, Tamil Nadu   ",666275,naveen.reddy@example.com,,1986-02-19,2019-08-27,,407742.75,Loyal,35523.04,99349.17,0
Emma,B,Dasgupta,103767,"148, Station Rd, Chandigarh, Punjab",231441,emma.dasgupta@example.com,,2000-11-27,2023-06-18,Female,672018.69,Gold,27331.87,324667.35,N
Naveen,,Singh,101303,"105, Church St, Kolkata, West Bengal",A7q142,naveen.singh@example.com,45593 88731,1957-07-04,1999-10-17,male,1352243.36,Occasional,38123.31,80510.95,1
Liu,S,Reddy,102464,"210, Church St, Jaipur, Rajasthan",543099,liu.reddy@corporate.co,28030 70834,1959-09-28,2022-06-21,female,-17109.67,Bronze,42088.2,735879.13,N/A
Emma,,Lee,101777,"132, Park Street, Ahmedabad, Gujarat",373731,emma.lee@gmail.com,7660420033,1972-02-21,1998-04-19,F,1150142.35,Loyal,28731.33,438134.43,No
Liu,B,Reddy,104387,"179, Business Park, Bengaluru, Karnataka",357163,liu.reddy@gmail.com,8685044628,1954-11-20,2011-07-01,female,1294281.4,Gold,47729.14,225947.55,
Kumar,,Dasgupta Jr.,101205,"108, Station Rd, Surat, Gujarat",793587,kumar.dasgupta@hotmail.com,20856 85904,1987-02-27,2010-11-17,male,1523860.3,Silver,0.0,22.32,y
Sowmya,,Das,104808," 47, Cross St, New Delhi, Delhi   ",627391,sowmya.das@example.com,23930 17465,1955-09-05,1998-02-21,M,648364.08,Gold,21990.19,263509.41,Y
Noah,H,Patel,103980,"74, MG Road, New Delhi, Delhi",664689,noah.patelyahoo.com,1147095899,1964-10-23,1983-03-10,F,1225680.69,Gold,35220.72,59351.07,Yes
Lakshmi,,Wang,103407,"235, Ring Road, New Delhi, Delhi",268027,lakshmiwang@mailbiz,6800191038,1971-03-08,2009-12-19,Female,14750.33,Platinum,654.4,12657.86,
Karthik,,Das-,102973,"90, Cross St, Jaipur, Rajasthan",,karthik.das-@example.com,48103 35881,1972-10-08,2012-09-20,M,1611933.49,Silver,15850.11,90347.53,y
John,,Brown,104529,"245, Ring Road, Mumbai, Maharashtra",113109,john.brown@yahoo.com,+91-8650913921,1981-04-14,2017-10-10,M,22850.51,Silver,15220.81,55291.05,No
Kumar,,Gupta,100625,"53, Temple Rd, Mumbai, Maharashtra",628344,kumar.gupta@mail.biz,90477528,2001-11-19,2017-05-16,M,1415779.62,Bronze,6779.06,40651.85,TRUE
Liu,M,Wilson,104827,"167, Industrial Area, Ahmedabad, Gujarat",769274,liu.wilson@corporate.co,+91-0771774960,1972-06-16,1989-03-07,O,436935.58,Occasional,0.0,486.29,
Aara,,Brown,104982,"45, Park Street, Hyderabad, Telangana",57522,aara.brown@mail.biz,69343469,1969-11-01,1998-02-16,F,17533.61,Silver,7717.57,59769.31,Y
Emma,H,Iyer,101849,"198, Industrial Area, Hyderabad, Telangana",186657,emma.iyer@hotmail.com,8562590110,1956-11-17,2013-12-04,F,1317750.79,Gold,34685.65,93847.86,1
Kumar,P,Wilson,101871,"48, Industrial Area, Ahmedabad, Gujarat",835384,kumar.wilson@gmail.com,9603560724,1987-03-01,2023-09-01,M,1429532.3,Platinum,10663.28,169359.26,
Sowmya,A,Dasgupta,103444,"156, Lake View, Bengaluru, Karnataka",787993,sowmya.dasgupta@corporate.co,2593877391,1992-03-20,2020-08-13,M,1279697.33,Bronze,25238.96,374569.31,
ara,Kr,Fernandez,102855,"120, Temple Rd, Kolkata, West Bengal",815459,ara.fernandez@mail.biz,+91-1039879474,1969-06-30,2021-03-30,F,1687855.37,Occasional,16306.18,298586.85,N
Naveen,M,Khan,101393,"113, Ring Road, Bengaluru, Karnataka",000000,naveen.khan@hotmail.com,7586984706,1975-10-02,2008-11-07,Male,343317.44,New,28511.62,142309.85,0
Amit,,Das,102420,"225, Station Rd, Chandigarh, Punjab",892944,Amit1@hotmail.com,+91-0371231634,1981-09-15,2025-08-19,Other,223160.48,Gold,48019.35,329859.95,n
Priya,T,Fernandez,103229,"214, Cross St, Kolkata, West Bengal",177576,priya.fernandez@hotmail.com,+91-7341990027,1945-07-20,1962-10-10,Female,1050346.0,Occasional,13005.02,58150.22,N/A
John,L,Dasgupta,100819,"39, Station Rd, Kolkata, West Bengal",113663,john.dasgupta@gmail.com,2149670001,1948-09-10,1971-02-02,,1327951.62,Gold,24461.26,290943.91,Yes
Emma,M,Khan,100848,"203, MG Road, Pune, Maharashtra",902948,emma.khangmail.com,8400976208,2000-08-08,2025-04-02,Male,1584757.37,Silver,32162.22,347861.79,N/A
Raj,H,Sharma_,102995,"178, Business Park, Ahmedabad, Gujarat",998242,raj.sharma_@gmail.com,1152386803,1967-07-11,2025-07-31,male,158722.54,Silver,47586.07,393918.84,FALSE
Naveen,M,Thomas,104393,"217, Cross St PO Box 5542, Pune, Maharashtra",799218,naveen.thomas@example.com,5745489053,1947-06-11,1981-03-27,Female,1560130.35,Platinum,37087.69,462023.25,0
Chen,Na,Lee,103845,"106, Business Park, Kolkata, West Bengal",641390,chen.lee@corporate.co,3793566167,1946-07-10,1965-09-10,F,467151.57,Gold,13158.53,125151.45,No
Meera,K,Gupta,102960,"67, Temple Rd, Ahmedabad, Gujarat",532978,meera.gupta@hotmail.com,4158832211,1945-03-10,1978-05-08,F,895577.36,Silver,41086.17,285244.09,N/A
Michael,,Thomas,103427,"223, Ring Road, Hyderabad, Telangana",596181,michael.thomas@gmail.com,39063 72026,1962-12-12,1980-02-23,Male,1083849.09,Loyal,5621.21,61839.17,
Fatima,T,Iyer,104256," 214, Cross St, Jaipur, Rajasthan   ",444955,fatima.iyer@mail.biz,1758757666,1990-01-30,2010-05-20,F,1319698.03,Platinum,30912.37,499998.43,No
Karthik,,Iyer,102775,"225, Ring Road, Surat, Gujarat",809667,karthik.iyer@gmail.com,8264044624,1962-04-23,2002-06-16,Other,95245.77,Platinum,9498.03,121364.98,N
John,Na,Brown,100636,"167, Station Rd, Hyderabad, Telangana",651434,john.brown@mail.biz,9494422262,1993-12-26,2025-09-16,Male,248190.46,Bronze,0.0,-0.92,
Karthik,H,Smith,101304,"23, Park Street, New Delhi, Delhi",252197,karthik.smith@corporate.co,+91-0714809074,1948-04-11,1994-03-16,M,1635716.94,Platinum,31220.72,459164.64,maybe
Fatima,Kr,Dasgupta,103218,"247, Industrial Area PO Box 3930, Ahmedabad, Gujarat",87653,fatima.dasgupta@gmail.com,1991415341,1995-02-05,2012-04-25,Other,981724.06,Silver,3611.33,16580.29,y
Meera,V,Iyer,100248,"217, Lake View, Jaipur, Rajasthan",887010,meera.iyer@yahoo.com,98738 13489,2027-03-26,2025-04-15,M,1661258.55,New,24352.41,359378.58,Y
Priya,,Wang',101182,"12, Lake View, Ahmedabad, Gujarat",109273,priya.wang'@gmail.com,29390 04775,1976-01-30,2011-04-29,M,1951882.51,Platinum,24149.52,452004.08,Y
David,,Khan,104550,"153, Industrial Area, Jaipur, Rajasthan",,david.khan@example.com,3954142341,1971-08-01,1987-08-06,M,1466597.01,Gold,26668.76,336472.71,n
Sara,B,Nair Jr.,103534,"61, 1st Main, Mumbai, Maharashtra",926222,Sara68@hotmail.com,1246976746,1960-06-12,1997-10-19,F,1640511.65,Bronze,42691.86,,Y
Iha,A,Patel,102187,"189, MG Road, Jaipur, Rajasthan",178977,iha.patel@example.com,52357 84312,1970-07-15,2008-01-29,F,1622964.19,New,44191.73,365190.02,y
Oliver,,Patel,104738,"126, Business Park, Jaipur, Rajasthan",578382,oliver.patel@mail.biz,21449 36887,2002-07-26,2018-04-30,M,137877.57,Silver,46266.64,110105.9,Yes
Ananya,,Das,104477,"69, Church St, Chandigarh, Punjab",000000,ananyadas@yahoocom,3075969949,2003-10-10,2025-07-05,Female,1328366.49,Loyal,290.4,,N/A
Amit,Devi,Johnson,100297,"153, MG Road, Surat, Gujarat",550846,amit.johnson@corporate.co,57891 98796,1991-02-17,2020-08-29,M,1473495.17,Occasional,4246.51,32501.59,maybe
Liu,,Gupta_,101736,"192, Business Park, Ahmedabad, Gujarat",966239,liu.gupta_@yahoo.com,6678047459,1995-06-15,2011-02-03,F,784745.63,Silver,-858.37,-7591.22,0
Fatima5,Na,Wilson,104237,"113, Lake View, Chennai, Tamil Nadu",608552,fatima5.wilson@mail.biz,9655261897,1991-04-30,2021-05-30,F,425417.36,Silver,22310.65,361941.4,
Michael,,Gonzalez,103393,"71, Station Rd, Kolkata, West Bengal",1185872,michael.gonzalez@hotmail.com,16703 68742,1953-12-16,2021-11-06,,257264.65,Platinum,26882.4,71206.14,Y
Meera,R,Wang,103579,"7, Park Street, Chandigarh, Punjab",767963,meera.wang@gmail.com,7784110261,1985-08-01,1976-03-17,M,1147754.31,New,38330.5,659524.93,1
Amit,Devi,Singh,103066,"60, Cross St, New Delhi, Delhi",632473,amit.singh@example.com,49150 35422,1954-09-21,1978-08-28,O,914963.85,Silver,46478.17,500716.33,n
Rohit,,Lee,104422,"217, 1st Main, Surat, Gujarat",695589,Rohit10@corporate.co,11018254,1950-01-24,2015-12-23,F,150659.22,Loyal,1280.99,18484.25,y
Emma,H,Khan,101854,"141, Sector 18, New Delhi, Delhi",908287,emma.khanexample.com,0123683621,1952-02-20,1973-12-11,M,1040526.81,Bronze,27747.54,512749.3,N
Priya,K,Wang,102690,"82, Lake View, Surat, Gujarat",728631,3423122636,priya.wang@hotmail.com,2003-04-16,2022-11-09,M,1374051.6,Silver,36840.29,70444.92,
Ananya,M,Nair,100956,"157, Sector 18 PO Box 3249, Pune, Maharashtra",297422,ananya.nair@yahoo.com,8845225331,2028-01-17,2025-04-11,F,473119.12,Occasional,21707.86,272025.62,TRUE
Aarav,B,Patel,104745,"150, Station Rd, Bengaluru, Karnataka",271454,aarav.patel@hotmail.com,9392934547,1976-02-05,1993-08-14,F,904816.48,Platinum,12214.11,84362.08,n
Rohit,,Gonzalez,102499,"194, 1st Main, Ahmedabad, Gujarat",443977,rohit.gonzalez@corporate.co,30073 70041,1965-10-26,2023-10-30,female,358307220.33,Loyal,2029.1,2213.19,y
Priya,B,Iyer,100291,"67, 1st Main, Ahmedabad, Gujarat",654135,priya.iyergmail.com,,2026-03-29,2025-02-24,M,1445659.56,Gold,12800.51,14708.95,FALSE
Karthik,V,Singh,100451,"114, Temple Rd, Hyderabad, Telangana",291971,,3399486376,1988-11-06,2006-07-15,M,21569.0,Platinum,20969.39,174051.81,Y
Aarav,V,Wang,101069,"16, Park Street, Bengaluru, Karnataka",000000,aarav.wang@gmail.com,0139046070,1963-12-12,1984-04-23,M,1467823.56,New,40266.92,276938.02,N
ara,V,Das,103481," 63, Lake View, Kolkata, West Bengal   ",142353,ara.das@yahoo.com,9335665393,1953-11-26,2003-11-04,M,1301041.11,Bronze,34005.16,555059.36,
Emma,R,Kumar Jr.,102245,"183, Ring Road, Kolkata, West Bengal",855457,emma.kumar@mail.biz,44747 59192,1976-01-01,1992-01-18,Male,1729200.78,Loyal,0.0,156.15,maybe
Amit,S,Wang,100480,"148, Station Rd, Jaipur, Rajasthan",750160,amit.wanggmail.com,8438189665,1968-06-25,2009-05-24,Male,357254.05,Platinum,29175.15,548480.21,n
Sneha,H,Das,101723,"50, Church St, Hyderabad, Telangana",840624,sneha.das@hotmail.com,48728 56882,1957-11-21,2013-09-09,Male,1098738.23,Occasional,33806.49,529383.25,y
Isha,,Nair,104563,"243, Park Street, Hyderabad, Telangana",758481,isha.nair@gmail.com,+91-5714954829,1969-09-02,1990-11-22,Male,1641267.72,Gold,25404.77,26807.52,n
Karthik,,Sharma,104752,"205, Temple Rd, Kolkata, West Bengal",272564,karthik.sharma@yahoo.com,17586 28396,1965-02-21,1991-05-20,F,1327179.47,Gold,10022.51,190070.79,
John,,Johnson,100525,"186, 1st Main, Jaipur, Rajasthan",09889,john.johnson@mail.biz,2500297857,1964-01-08,2006-04-06,Female,1556354.69,Gold,0.0,68.54,N
Rohit,B,Johnson,104643,"22, Sector 18, Bengaluru, Karnataka",820592,rohit.johnson@yahoo.com,22000 76785,1954-07-02,2017-04-29,M,299592.26,Loyal,16144.5,318539.45,
Sneha,Devi,Fernandez,101447,"60, Lake View, Chennai, Tamil Nadu",211865,sneha.fernandez@example.com,09225 22003,1969-09-25,1994-08-02,F,1020006.25,Gold,34738.91,347338.72,0
